hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,arrival_date,total_nights,has_children,is_repeated_guest_flag,arrival_month_num,arrival_year_month,revenue_estimate,is_peak_season
Resort Hotel,1,17,2017,March,10,9,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,56.7,0,0,Canceled,2017-03-06,2,2017-03-09,3,0,0,3,2017-03,170.10000000000002,0
Resort Hotel,1,26,2017,March,10,9,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,60.0,0,1,Canceled,2017-02-15,2,2017-03-09,3,0,0,3,2017-03,180.0,0
Resort Hotel,1,100,2017,March,10,9,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,75.0,0,1,Canceled,2017-01-05,2,2017-03-09,3,0,0,3,2017-03,225.0,0
Resort Hotel,1,146,2017,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,67,0,60,Transient,46.0,0,0,Canceled,2016-12-13,2,2017-03-09,3,0,0,3,2017-03,138.0,0
Resort Hotel,1,16,2017,March,10,9,0,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,55.0,0,0,Canceled,2017-02-21,1,2017-03-09,3,0,0,3,2017-03,165.0,0
Resort Hotel,1,142,2017,March,10,9,2,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,82.0,0,1,Canceled,2016-10-26,4,2017-03-09,5,1,0,3,2017-03,410.0,0
Resort Hotel,1,142,2017,March,10,9,2,3,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,60.3,0,0,Canceled,2017-02-21,2,2017-03-09,5,0,0,3,2017-03,301.5,0
Resort Hotel,1,142,2017,March,10,9,2,3,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,66.3,0,0,Canceled,2017-02-21,2,2017-03-09,5,0,0,3,2017-03,331.5,0
Resort Hotel,1,125,2017,March,10,9,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,42.0,0,2,Canceled,2017-01-01,2,2017-03-09,6,0,0,3,2017-03,252.0,0
Resort Hotel,1,64,2017,March,10,9,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,242,0,0,Transient,60.0,0,1,Canceled,2017-02-24,2,2017-03-09,7,0,0,3,2017-03,420.0,0
Resort Hotel,1,18,2017,March,10,10,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,60.0,0,1,Canceled,2017-02-23,2,2017-03-10,2,0,0,3,2017-03,120.0,0
Resort Hotel,1,14,2017,March,10,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,60.0,0,2,Canceled,2017-02-24,2,2017-03-10,2,0,0,3,2017-03,120.0,0
Resort Hotel,1,16,2017,March,10,10,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,G,0,No Deposit,250,0,0,Transient,80.0,0,0,No-Show,2017-03-10,2,2017-03-10,2,0,0,3,2017-03,160.0,0
Resort Hotel,1,14,2017,March,10,10,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,0,0,Transient,75.0,0,1,Canceled,2017-02-24,4,2017-03-10,2,1,0,3,2017-03,150.0,0
Resort Hotel,1,32,2017,March,10,10,2,3,2,0,0,BB,POL,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,0,Transient,97.0,0,0,Canceled,2017-02-07,2,2017-03-10,5,0,0,3,2017-03,485.0,0
Resort Hotel,1,31,2017,March,10,10,2,3,2,2,0,BB,POL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,105.0,0,0,Canceled,2017-02-18,4,2017-03-10,5,1,0,3,2017-03,525.0,0
Resort Hotel,1,148,2017,March,10,10,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,242,0,0,Transient,41.4,0,2,No-Show,2017-03-10,2,2017-03-10,7,0,0,3,2017-03,289.8,0
Resort Hotel,1,46,2017,March,10,11,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,80.0,0,2,Canceled,2017-02-11,2,2017-03-11,1,0,0,3,2017-03,80.0,0
Resort Hotel,1,81,2017,March,10,11,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,0,0,Transient,60.0,0,1,Canceled,2017-02-16,2,2017-03-11,1,0,0,3,2017-03,60.0,0
Resort Hotel,1,22,2017,March,10,11,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,60.0,0,1,Canceled,2017-02-19,2,2017-03-11,4,0,0,3,2017-03,240.0,0
Resort Hotel,1,88,2017,March,10,11,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,177,0,0,Transient-Party,34.0,0,0,Canceled,2017-03-07,2,2017-03-11,7,0,0,3,2017-03,238.0,0
Resort Hotel,1,57,2017,March,10,11,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,0,0,Transient-Party,64.0,0,0,Canceled,2017-01-26,2,2017-03-11,7,0,0,3,2017-03,448.0,0
Resort Hotel,1,9,2017,March,10,11,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,0,0,Transient,48.0,0,0,Canceled,2017-03-10,2,2017-03-11,7,0,0,3,2017-03,336.0,0
Resort Hotel,1,15,2017,March,10,11,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,177,0,0,Transient-Party,34.0,0,0,Canceled,2017-03-07,2,2017-03-11,7,0,0,3,2017-03,238.0,0
Resort Hotel,1,39,2017,March,10,11,2,5,2,2,0,BB,POL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,105.0,0,0,Canceled,2017-02-21,4,2017-03-11,7,1,0,3,2017-03,735.0,0
Resort Hotel,1,339,2017,March,10,11,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,0,0,Transient-Party,64.0,0,0,Canceled,2017-01-13,2,2017-03-11,7,0,0,3,2017-03,448.0,0
Resort Hotel,1,332,2017,March,10,11,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,0,0,Transient-Party,71.0,0,0,Canceled,2017-01-13,2,2017-03-11,7,0,0,3,2017-03,497.0,0
Resort Hotel,1,339,2017,March,10,11,2,5,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,0,0,Transient-Party,51.0,0,0,Canceled,2016-04-13,1,2017-03-11,7,0,0,3,2017-03,357.0,0
Resort Hotel,1,57,2017,March,10,11,2,5,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,0,0,Transient-Party,51.0,0,0,Canceled,2017-01-26,1,2017-03-11,7,0,0,3,2017-03,357.0,0
Resort Hotel,1,57,2017,March,10,11,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,0,0,Transient-Party,64.0,0,0,Canceled,2017-02-09,2,2017-03-11,7,0,0,3,2017-03,448.0,0
Resort Hotel,1,39,2017,March,10,11,2,5,3,1,0,BB,POL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,100.0,0,0,Canceled,2017-02-21,4,2017-03-11,7,1,0,3,2017-03,700.0,0
Resort Hotel,1,46,2017,March,10,11,2,5,2,0,0,BB,POL,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,89.0,0,0,Canceled,2017-03-02,2,2017-03-11,7,0,0,3,2017-03,623.0,0
Resort Hotel,1,252,2017,March,10,11,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242,0,0,Transient,55.8,0,0,Canceled,2016-07-15,2,2017-03-11,14,0,0,3,2017-03,781.1999999999999,0
Resort Hotel,1,2,2017,March,11,12,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,65.0,0,2,Canceled,2017-03-12,2,2017-03-12,1,0,0,3,2017-03,65.0,0
Resort Hotel,1,30,2017,March,11,12,1,0,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,D,0,No Deposit,0,263,0,Transient-Party,48.0,0,0,Canceled,2017-03-10,1,2017-03-12,1,0,0,3,2017-03,48.0,0
Resort Hotel,1,66,2017,March,11,12,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,70.0,0,0,Canceled,2017-01-05,2,2017-03-12,3,0,0,3,2017-03,210.0,0
Resort Hotel,1,39,2017,March,11,12,2,5,2,2,0,BB,RUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,100.0,0,0,Canceled,2017-02-26,4,2017-03-12,7,1,0,3,2017-03,700.0,0
Resort Hotel,1,96,2017,March,11,12,4,7,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,8.0,0,0,Canceled,2016-12-06,2,2017-03-12,11,0,0,3,2017-03,88.0,0
Resort Hotel,1,133,2017,March,11,13,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,0,0,Transient,42.0,0,2,Canceled,2016-11-03,2,2017-03-13,1,0,0,3,2017-03,42.0,0
Resort Hotel,1,112,2017,March,11,13,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,66,0,0,Transient-Party,36.0,0,0,Canceled,2016-11-21,1,2017-03-13,1,0,0,3,2017-03,36.0,0
Resort Hotel,1,146,2017,March,11,13,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,66,0,34,Transient-Party,36.0,0,0,Canceled,2016-11-21,1,2017-03-13,1,0,0,3,2017-03,36.0,0
Resort Hotel,1,24,2017,March,11,13,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,66,0,0,Transient-Party,32.0,0,0,Canceled,2017-03-06,1,2017-03-13,1,0,0,3,2017-03,32.0,0
Resort Hotel,1,24,2017,March,11,13,1,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,66,0,0,Transient-Party,36.0,0,0,Canceled,2017-03-06,2,2017-03-13,1,0,0,3,2017-03,36.0,0
Resort Hotel,1,58,2017,March,11,13,1,1,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,100.0,0,0,Canceled,2017-02-28,4,2017-03-13,2,1,0,3,2017-03,200.0,0
Resort Hotel,1,27,2017,March,11,13,1,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,0,0,Transient,75.0,0,0,Canceled,2017-02-19,4,2017-03-13,3,1,0,3,2017-03,225.0,0
Resort Hotel,1,115,2017,March,11,13,1,2,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,97.33,0,1,Canceled,2017-03-13,2,2017-03-13,3,0,0,3,2017-03,291.99,0
Resort Hotel,1,208,2017,March,11,13,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,37.8,0,0,Canceled,2016-08-21,2,2017-03-13,5,0,0,3,2017-03,189.0,0
Resort Hotel,1,0,2017,March,11,14,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,0,0,Transient,53.2,0,1,No-Show,2017-03-14,1,2017-03-14,1,0,0,3,2017-03,53.2,0
Resort Hotel,1,61,2017,March,11,14,0,3,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,100.0,0,0,Canceled,2017-01-12,4,2017-03-14,3,1,0,3,2017-03,300.0,0
Resort Hotel,1,140,2017,March,11,14,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient-Party,42.0,0,1,Canceled,2017-03-01,2,2017-03-14,4,0,0,3,2017-03,168.0,0
Resort Hotel,1,168,2017,March,11,14,0,5,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,37.8,0,1,Canceled,2017-01-10,1,2017-03-14,5,0,0,3,2017-03,189.0,0
Resort Hotel,1,26,2017,March,11,14,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient-Party,80.0,0,0,Canceled,2017-02-16,2,2017-03-14,5,0,0,3,2017-03,400.0,0
Resort Hotel,1,26,2017,March,11,14,0,5,1,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient-Party,65.0,0,0,Canceled,2017-03-14,1,2017-03-14,5,0,0,3,2017-03,325.0,0
Resort Hotel,1,177,2017,March,11,14,0,5,1,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,37.0,0,0,Canceled,2016-11-29,1,2017-03-14,5,0,0,3,2017-03,185.0,0
Resort Hotel,1,157,2017,March,11,14,0,5,2,0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,37.8,0,2,Canceled,2016-12-16,2,2017-03-14,5,0,0,3,2017-03,189.0,0
Resort Hotel,1,278,2017,March,11,14,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314,0,0,Transient,69.04,0,0,Canceled,2016-10-18,2,2017-03-14,7,0,0,3,2017-03,483.28000000000003,0
Resort Hotel,1,19,2017,March,11,14,2,5,2,0,0,HB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,250,0,0,Transient,112.0,0,0,Canceled,2017-03-02,2,2017-03-14,7,0,0,3,2017-03,784.0,0
Resort Hotel,1,94,2017,March,11,14,2,7,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,55.0,0,0,Canceled,2017-01-24,1,2017-03-14,9,0,0,3,2017-03,495.0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62.0,0,0,Canceled,2016-12-07,2,2017-03-14,18,0,0,3,2017-03,1116.0,0
Resort Hotel,1,144,2017,March,11,14,4,14,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,0,Transient-Party,44.0,0,0,Canceled,2017-01-10,1,2017-03-14,18,0,0,3,2017-03,792.0,0
Resort Hotel,1,194,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,50,Transient-Party,62.0,0,0,Canceled,2017-01-10,2,2017-03-14,18,0,0,3,2017-03,1116.0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,0,Transient-Party,62.0,0,0,Canceled,2017-01-10,2,2017-03-14,18,0,0,3,2017-03,1116.0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,0,Transient-Party,62.0,0,0,Canceled,2016-12-07,2,2017-03-14,18,0,0,3,2017-03,1116.0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62.0,0,0,Canceled,2017-01-10,2,2017-03-14,18,0,0,3,2017-03,1116.0,0
Resort Hotel,1,194,2017,March,11,14,4,14,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,50,Transient-Party,44.0,0,0,Canceled,2017-01-10,1,2017-03-14,18,0,0,3,2017-03,792.0,0
Resort Hotel,1,177,2017,March,11,14,0,5,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,37.8,0,1,Canceled,2016-11-29,1,2017-03-14,5,0,0,3,2017-03,189.0,0
Resort Hotel,1,159,2017,March,11,14,6,15,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75,0,0,Transient,68.4,0,1,Canceled,2017-02-10,2,2017-03-14,21,0,0,3,2017-03,1436.4,0
Resort Hotel,1,112,2017,March,11,15,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,477,0,Transient-Party,40.0,0,0,Canceled,2017-02-16,1,2017-03-15,3,0,0,3,2017-03,120.0,0
Resort Hotel,1,285,2017,March,11,15,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,55.8,0,0,Canceled,2016-06-03,2,2017-03-15,7,0,0,3,2017-03,390.59999999999997,0
Resort Hotel,1,211,2017,March,11,15,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,37.8,0,0,Canceled,2016-08-16,2,2017-03-15,7,0,0,3,2017-03,264.59999999999997,0
Resort Hotel,1,24,2017,March,11,15,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,68.0,0,0,Canceled,2017-02-22,2,2017-03-15,7,0,0,3,2017-03,476.0,0
Resort Hotel,1,210,2017,March,11,15,1,4,2,0,0,BB,NLD,Direct,Direct,0,0,0,E,F,1,No Deposit,250,0,0,Transient,47.8,0,2,Canceled,2017-03-08,2,2017-03-15,5,0,0,3,2017-03,239.0,0
Resort Hotel,1,232,2017,March,11,16,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,55.8,0,1,Canceled,2017-02-22,2,2017-03-16,3,0,0,3,2017-03,167.39999999999998,0
Resort Hotel,1,148,2017,March,11,16,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,42.0,0,1,Canceled,2017-01-14,2,2017-03-16,4,0,0,3,2017-03,168.0,0
Resort Hotel,1,10,2017,March,11,16,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,0,Transient,142.0,0,0,Canceled,2017-03-06,2,2017-03-16,7,0,0,3,2017-03,994.0,0
Resort Hotel,1,139,2017,March,11,16,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,37.8,0,1,Canceled,2016-11-13,2,2017-03-16,7,0,0,3,2017-03,264.59999999999997,0
Resort Hotel,1,24,2017,March,11,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,68.0,0,1,Canceled,2017-03-12,2,2017-03-17,2,0,0,3,2017-03,136.0,0
Resort Hotel,1,50,2017,March,11,17,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,70.0,0,0,Canceled,2017-01-26,2,2017-03-17,2,0,0,3,2017-03,140.0,0
Resort Hotel,1,27,2017,March,11,17,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,68.0,0,0,Canceled,2017-02-18,2,2017-03-17,2,0,0,3,2017-03,136.0,0
Resort Hotel,1,28,2017,March,11,17,1,2,2,2,0,BB,ROU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,105.0,0,0,Canceled,2017-03-02,4,2017-03-17,3,1,0,3,2017-03,315.0,0
Resort Hotel,1,134,2017,March,11,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,52.0,0,0,Canceled,2016-11-03,2,2017-03-17,3,0,0,3,2017-03,156.0,0
Resort Hotel,1,204,2017,March,11,18,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,82.0,0,1,Canceled,2017-02-03,4,2017-03-18,1,1,0,3,2017-03,82.0,0
Resort Hotel,1,30,2017,March,11,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,60.0,0,0,Canceled,2017-03-13,2,2017-03-18,1,0,0,3,2017-03,60.0,0
Resort Hotel,1,14,2017,March,11,18,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,65.0,0,2,Canceled,2017-03-05,2,2017-03-18,1,0,0,3,2017-03,65.0,0
Resort Hotel,1,26,2017,March,11,18,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,68.0,0,0,Canceled,2017-02-20,2,2017-03-18,4,0,0,3,2017-03,272.0,0
Resort Hotel,1,68,2017,March,11,18,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,70.0,0,0,Canceled,2017-01-09,2,2017-03-18,6,0,0,3,2017-03,420.0,0
Resort Hotel,1,201,2017,March,11,18,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,37.8,0,2,Canceled,2017-03-18,2,2017-03-18,7,0,0,3,2017-03,264.59999999999997,0
Resort Hotel,1,115,2017,March,11,18,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,61.86,0,1,Canceled,2017-01-09,2,2017-03-18,7,0,0,3,2017-03,433.02,0
Resort Hotel,1,282,2017,March,11,18,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,66.6,0,0,Canceled,2016-07-21,1,2017-03-18,7,0,0,3,2017-03,466.19999999999993,0
Resort Hotel,1,205,2017,March,11,18,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,37.8,0,1,Canceled,2016-10-16,2,2017-03-18,7,0,0,3,2017-03,264.59999999999997,0
Resort Hotel,1,74,2017,March,11,18,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,468,0,0,Transient,80.0,0,0,Canceled,2017-02-20,2,2017-03-18,7,0,0,3,2017-03,560.0,0
Resort Hotel,1,309,2017,March,11,18,4,10,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,84.6,0,0,Canceled,2016-05-27,2,2017-03-18,14,0,0,3,2017-03,1184.3999999999999,0
Resort Hotel,1,283,2017,March,12,19,1,0,2,0,0,BB,CN,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,63.3,0,0,Canceled,2017-03-03,2,2017-03-19,1,0,0,3,2017-03,63.3,0
Resort Hotel,1,3,2017,March,12,19,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,20,0,Transient,35.0,0,0,Canceled,2017-03-17,1,2017-03-19,1,0,0,3,2017-03,35.0,0
Resort Hotel,1,320,2017,March,12,19,1,0,2,0,0,BB,MDV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,37.8,0,2,Canceled,2016-12-05,2,2017-03-19,1,0,0,3,2017-03,37.8,0
Resort Hotel,1,216,2017,March,12,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,0,0,Transient,30.24,0,0,Canceled,2016-08-30,2,2017-03-19,4,0,0,3,2017-03,120.96,0
Resort Hotel,1,96,2017,March,12,19,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,177,0,0,Transient-Party,34.0,0,0,Canceled,2017-03-07,2,2017-03-19,7,0,0,3,2017-03,238.0,0
Resort Hotel,1,12,2017,March,12,19,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,177,0,0,Transient-Party,34.0,0,0,Canceled,2017-03-07,2,2017-03-19,7,0,0,3,2017-03,238.0,0
Resort Hotel,1,6,2017,March,12,20,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,75.0,0,3,Canceled,2017-03-18,2,2017-03-20,3,0,0,3,2017-03,225.0,0
Resort Hotel,1,20,2017,March,12,22,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,66,0,0,Transient-Party,45.0,0,0,Canceled,2017-03-17,1,2017-03-22,1,0,0,3,2017-03,45.0,0
Resort Hotel,1,61,2017,March,12,22,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,70.0,0,0,Canceled,2017-01-21,2,2017-03-22,3,0,0,3,2017-03,210.0,0
Resort Hotel,1,98,2017,March,12,22,2,7,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,57.33,0,1,Canceled,2017-02-13,2,2017-03-22,9,0,0,3,2017-03,515.97,0
Resort Hotel,1,40,2017,March,12,23,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,100.0,0,1,Canceled,2017-02-11,2,2017-03-23,2,0,0,3,2017-03,200.0,0
Resort Hotel,1,123,2017,March,12,23,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,66.21,0,1,Canceled,2016-11-23,2,2017-03-23,14,0,0,3,2017-03,926.9399999999999,0
Resort Hotel,1,340,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30.0,0,0,Canceled,2017-03-10,2,2017-03-24,2,0,0,3,2017-03,60.0,0
Resort Hotel,1,39,2017,March,12,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,80.0,0,1,Canceled,2017-03-13,2,2017-03-24,2,0,0,3,2017-03,160.0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30.0,0,0,Canceled,2017-03-10,2,2017-03-24,2,0,0,3,2017-03,60.0,0
Resort Hotel,1,16,2017,March,12,24,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,120.0,0,1,Canceled,2017-03-24,3,2017-03-24,2,1,0,3,2017-03,240.0,0
Resort Hotel,1,214,2017,March,12,24,2,5,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,273,0,0,Transient-Party,46.0,0,0,Canceled,2016-12-15,1,2017-03-24,7,0,0,3,2017-03,322.0,0
